loc_rowid,epic_name,epic_candname,pl_name,k2c_refdisp,k2c_reflink,k2c_disp,k2c_note,k2_campaign,k2c_recentflag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,st_rad,st_raderr1,st_raderr2,st_radlim,st_kep,st_keperr,st_keplim,st_k2,st_k2err,st_k2lim
551,EPIC 204579445,EPIC 204579445.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,2,1,24.68420000,0.00250000,-0.00230000,0,2456900.487000,0.002800,-0.002700,0,35.100000,8.500000,-3.500000,0,0.01951,0.00078,-0.00168,0,2.490,0.530,-0.230,0,1.17,0.24,-0.03,0,11.916,,0,10.249,0.021,0
552,EPIC 204634789,EPIC 204634789.01,,CANDIDATE,<a refstr=OSBORN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.457.2273O/abstract target=ref>Osborn et al. 2016</a>,CANDIDATE,,2,1,2.20000000,10.00000000,-1.40000000,0,2456921.016000,0.001000,-0.001000,0,,,,,0.08800,0.03800,-0.00800,0,8.400,3.600,-1.100,0,0.87,0.09,-0.09,0,12.292,,0,10.361,0.023,0
553,EPIC 204649811,EPIC 204649811.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,2,1,2.64594828,,,0,2456897.498451,,,0,,,,,,,,,,,,,,,,,11.610,,0,10.298,0.023,0
554,EPIC 204649811,EPIC 204649811.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,2,0,2.64541650,,,0,2456894.861000,,,0,,,,,0.13750,,,0,9.470,,,0,0.79,,,0,11.610,,0,10.298,0.023,0
555,EPIC 204658292,EPIC 204658292.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,2,1,20.98296043,,,0,2456911.584929,,,0,,,,,,,,,,,,,,,,,14.421,,0,12.073,0.024,0
556,EPIC 204676499,EPIC 204676499.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,2,1,1.52717920,,,0,2456897.468829,,,0,,,,,,,,,,,,,,,,,14.659,,0,12.421,0.023,0
557,EPIC 204750116,EPIC 204750116.01,,CANDIDATE,<a refstr=RIZZUTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..224R/abstract target=ref>Rizzuto et al. 2017</a>,CANDIDATE,,2,0,23.43020000,,,0,2456875.443930,,,0,,,,,,,,,,,,,,,,,11.526,,0,9.623,0.023,0
558,EPIC 204750116,EPIC 204750116.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,2,1,23.44701000,0.00093000,-0.00089000,0,2456898.836500,0.001700,-0.001800,0,29.000000,6.400000,-3.100000,0,0.02666,0.00098,-0.00236,0,3.240,0.130,-0.290,0,1.11,0.02,-0.02,0,11.526,,0,9.623,0.023,0
559,EPIC 204750116,EPIC 204750116.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CANDIDATE,,2,0,23.44687300,0.00194400,-0.00205900,0,2456898.835860,0.004026,-0.003738,0,27.922818,3.780544,-8.187191,0,0.02691,0.00264,-0.00129,0,2.897,0.322,-0.180,0,0.99,0.05,-0.04,0,11.526,,0,9.623,0.023,0
560,EPIC 204750116,EPIC 204750116.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,2,0,23.44650100,,,0,2456898.838000,,,0,,,,,0.02578,,,0,2.710,,,0,0.87,,,0,11.526,,0,9.623,0.023,0
561,EPIC 204750116,EPIC 204750116.02,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,2,1,7.83920000,0.00150000,-0.00110000,0,2456897.067000,0.005700,-0.006600,0,14.900000,5.100000,-2.500000,0,0.01204,0.00091,-0.00197,0,1.460,0.110,-0.240,0,1.11,0.02,-0.02,0,11.526,,0,9.623,0.023,0
562,EPIC 204760247,EPIC 204760247.01,,FALSE POSITIVE,<a refstr=RIZZUTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..224R/abstract target=ref>Rizzuto et al. 2017</a>,FALSE POSITIVE,,2,1,9.20480000,,,0,2456903.570000,,,0,,,,,,,,,,,,,,,,,5.954,,0,5.734,0.033,0
563,EPIC 204763194,EPIC 204763194.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,2,1,2.32093700,0.00001800,-0.00001800,0,2456895.696970,0.000330,-0.000350,0,3.200000,0.180000,-0.240000,0,0.12500,0.03100,-0.04500,0,15.700,3.900,-5.600,0,1.16,0.01,-0.03,0,9.973,,0,8.474,0.023,0
564,EPIC 204763194,EPIC 204763194.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,2,0,2.32046168,,,0,2456898.023498,,,0,,,,,,,,,,,,,,,,,9.973,,0,8.474,0.023,0
565,EPIC 204873331,EPIC 204873331.01,,FALSE POSITIVE,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,FALSE POSITIVE,,2,0,1.31790000,0.00005900,-0.00005900,0,2456894.137000,0.020000,-0.020000,0,,,,,0.48000,0.26000,-0.26000,0,55.000,31.000,-31.000,0,1.07,0.19,-0.19,0,12.337,,0,10.488,0.023,0
566,EPIC 204873331,EPIC 204873331.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,2,1,1.31787190,0.00000470,-0.00000460,0,2456895.455590,0.000150,-0.000160,0,4.280000,0.120000,-0.160000,0,0.28600,0.08400,-0.12800,0,62.000,18.000,-28.000,0,1.98,0.06,-0.10,0,12.337,,0,10.488,0.023,0
567,EPIC 204880394,EPIC 204880394.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,2,1,0.23381080,0.00001000,-0.00000980,0,2456894.416500,0.001900,-0.001900,0,1.238000,0.059000,-0.078000,0,0.10700,0.01100,-0.04100,0,,,,,,,,,18.384,,0,15.380,,-1
568,EPIC 204882444,EPIC 204882444.01,,FALSE POSITIVE,<a refstr=RIZZUTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..224R/abstract target=ref>Rizzuto et al. 2017</a>,FALSE POSITIVE,,2,1,1.14880000,,,0,2456893.455570,,,0,,,,,,,,,,,,,,,,,13.966,,0,9.744,0.019,0
569,EPIC 204884005,EPIC 204884005.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,2,0,46.40651000,,,0,2456924.032000,,,0,,,,,0.03779,,,0,3.350,,,0,0.73,,,0,11.514,,0,9.417,0.021,0
570,EPIC 204884005,EPIC 204884005.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,2,1,46.38363000,0.00094000,-0.00094000,0,2456924.042640,0.000700,-0.000710,0,66.700000,8.500000,-3.500000,0,0.03871,0.00091,-0.00238,0,3.220,0.160,-0.220,0,0.76,0.03,-0.02,0,11.514,,0,9.417,0.021,0
571,EPIC 204888276,EPIC 204888276.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,2,1,16.56127000,0.00064000,-0.00065000,0,2456900.535600,0.001700,-0.001700,0,18.800000,5.100000,-11.100000,0,0.03400,0.00340,-0.00280,0,0.957,0.098,-0.289,0,0.26,0.01,-0.07,0,12.542,,0,9.251,0.027,0
572,EPIC 204888276,EPIC 204888276.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,2,0,16.56315500,,,0,2456900.532000,,,0,,,,,0.02876,,,0,1.660,,,0,0.48,,,0,12.542,,0,9.251,0.027,0
573,EPIC 204890128,EPIC 204890128.01,K2-53 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,2,1,12.20773000,0.00030000,-0.00030000,0,2456896.385000,0.001100,-0.001100,0,23.700000,5.700000,-2.700000,0,0.03010,0.00120,-0.00300,0,2.340,0.270,-0.350,0,0.71,0.08,-0.08,0,11.888,,0,9.664,0.021,0
574,EPIC 204890128,EPIC 204890128.01,K2-53 b,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CONFIRMED,,2,0,12.20911650,,,0,2456896.382329,,,0,,,,,,,,,,,,,,,,,11.888,,0,9.664,0.021,0
575,EPIC 204890128,EPIC 204890128.01,K2-53 b,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,2,0,12.20540000,0.00180000,-0.00180000,0,2456896.391100,0.006700,-0.006700,0,,,,,0.02670,0.00220,-0.00220,0,2.500,0.260,-0.260,0,0.85,0.05,-0.05,0,11.888,,0,9.664,0.021,0
576,EPIC 204890128,EPIC 204890128.01,K2-53 b,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,2,0,12.20763200,,,0,2456896.385000,,,0,,,,,0.02830,,,0,2.470,,,0,0.72,,,0,11.888,,0,9.664,0.021,0
577,EPIC 204914585,EPIC 204914585.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,2,1,18.36470000,0.00210000,-0.00210000,0,2456895.167100,0.005500,-0.004700,0,21.300000,6.900000,-3.100000,0,0.01960,0.00110,-0.00280,0,2.610,0.790,-0.450,0,1.22,0.36,-0.12,0,12.492,,0,10.546,0.023,0
578,EPIC 204914585,EPIC 204914585.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,2,0,18.35777300,,,0,2456895.192000,,,0,,,,,0.01924,,,0,1.740,,,0,0.75,,,0,12.492,,0,10.546,0.023,0
579,EPIC 204990932,EPIC 204990932.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,2,1,21.91840000,0.00210000,-0.00220000,0,2456900.276900,0.003500,-0.003500,0,38.000000,18.000000,-25.000000,0,0.04040,0.00960,-0.04350,0,3.180,1.000,-3.520,0,0.72,0.15,-0.18,0,14.109,,0,11.012,0.021,0
580,EPIC 204991696,EPIC 204991696.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,2,1,49.85580000,0.00340000,-0.00350000,0,2456901.923000,0.002300,-0.002300,0,49.600000,13.600000,-5.600000,0,0.02222,0.00093,-0.00237,0,3.290,0.160,-0.360,0,1.36,0.04,-0.02,0,10.526,,0,8.849,0.019,0
581,EPIC 205029914,EPIC 205029914.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,2,0,4.98189210,,,0,2456894.731000,,,0,,,,,0.02159,,,0,2.660,,,0,1.04,,,0,12.183,,0,,,
582,EPIC 205029914,EPIC 205029914.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,2,1,4.98150000,0.00011000,-0.00011000,0,2456894.734100,0.001000,-0.001100,0,8.600000,2.600000,-1.500000,0,0.02384,0.00093,-0.00230,0,2.390,0.680,-0.680,0,0.92,0.26,-0.24,0,12.183,,0,,,
583,EPIC 205029914,EPIC 205029914.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CANDIDATE,,2,0,4.98183800,0.00017200,-0.00016600,0,2456894.731370,0.001449,-0.001513,0,8.556132,1.352623,-3.366937,0,0.02243,0.00259,-0.00088,0,2.393,0.377,-0.169,0,0.98,0.11,-0.06,0,12.183,,0,,,
584,EPIC 205029914,EPIC 205029914.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,2,0,4.98049071,,,0,2456899.718676,,,0,,,,,,,,,,,,,,,,,12.183,,0,,,
585,EPIC 205029914,EPIC 205029914.01,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CANDIDATE,,2,0,4.98205000,0.00028000,-0.00028000,0,2456894.731400,0.002500,-0.002500,0,,,,,0.02060,0.00120,-0.00120,0,2.300,0.260,-0.260,0,1.01,0.10,-0.10,0,12.183,,0,,,
586,EPIC 205040048,EPIC 205040048.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,2,0,3.30551910,,,0,2456894.546000,,,0,,,,,0.03401,,,0,1.270,,,0,0.35,,,0,14.989,,0,11.453,0.024,0
587,EPIC 205040048,EPIC 205040048.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,2,1,3.30524000,0.00019000,-0.00021000,0,2456894.546600,0.002400,-0.002300,0,20.300000,11.200000,-5.200000,0,0.03410,0.00340,-0.01100,0,6.600,3.400,-24.700,0,1.79,0.90,-6.63,0,14.989,,0,11.453,0.024,0
588,EPIC 205046529,EPIC 205046529.01,,FALSE POSITIVE,<a refstr=RIZZUTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..224R/abstract target=ref>Rizzuto et al. 2017</a>,FALSE POSITIVE,,2,1,1.83610000,,,0,2456892.632540,,,0,,,,,,,,,,,,,,,,,13.725,,0,10.402,0.026,0
589,EPIC 205047565,EPIC 205047565.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,2,1,14.54444130,,,0,2456906.636582,,,0,,,,,,,,,,,,,,,,,14.654,,0,10.916,0.023,0
590,EPIC 205050711,EPIC 205050711.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,2,1,4.30221683,,,0,2456899.260955,,,0,,,,,,,,,,,,,,,,,10.588,,0,9.233,0.023,0
591,EPIC 205064326,EPIC 205064326.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,2,0,8.02678456,,,0,2456896.656177,,,0,,,,,,,,,,,,,,,,,12.839,,0,9.794,0.023,0
592,EPIC 205064326,EPIC 205064326.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,2,0,8.02413060,,,0,2456896.667000,,,0,,,,,0.08498,,,0,4.420,,,0,0.58,,,0,12.839,,0,9.794,0.023,0
593,EPIC 205064326,EPIC 205064326.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,2,1,8.02335000,0.00018000,-0.00017000,0,2456896.671070,0.000960,-0.000970,0,7.280000,0.440000,-0.600000,0,0.15300,0.04100,-0.05800,0,86.000,23.000,-33.000,0,5.13,0.14,-0.22,0,12.839,,0,9.794,0.023,0
594,EPIC 205064326,EPIC 205064326.01,,FALSE POSITIVE,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,FALSE POSITIVE,,2,0,8.02415000,0.00030000,-0.00030000,0,2456896.666300,0.001700,-0.001700,0,,,,,0.30000,0.24000,-0.24000,0,194.000,65.000,-65.000,0,6.10,1.50,-1.50,0,12.839,,0,9.794,0.023,0
595,EPIC 205071984,EPIC 205071984.01,K2-32 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,2,1,8.99201800,0.00008100,-0.00008400,0,2456900.926500,0.000330,-0.000320,0,17.600000,1.800000,-2.700000,0,0.05960,0.00280,-0.00250,0,4.920,0.330,-0.390,0,0.76,0.04,-0.05,0,12.005,,0,9.821,0.019,0
596,EPIC 205071984,EPIC 205071984.02,K2-32 d,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,2,1,31.72360000,0.00130000,-0.00110000,0,2456903.779500,0.002700,-0.004300,0,46.000000,9.700000,-4.300000,0,0.03800,0.00130,-0.00260,0,3.140,0.180,-0.300,0,0.76,0.04,-0.05,0,12.005,,0,9.821,0.019,0
597,EPIC 205071984,EPIC 205071984.03,K2-32 c,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,2,1,20.66178000,0.00070000,-0.00068000,0,2456899.421700,0.001500,-0.001500,0,33.800000,6.100000,-2.500000,0,0.03310,0.00130,-0.00340,0,2.730,0.170,-0.340,0,0.76,0.04,-0.05,0,12.005,,0,9.821,0.019,0
598,EPIC 205071984,EPIC 205071984.04,K2-32 e,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,2,1,4.34910000,0.00063000,-0.00057000,0,2456894.526100,0.006200,-0.006200,0,2.850000,0.530000,-7.490000,0,0.02700,0.01400,-0.02000,0,2.200,1.100,-1.700,0,0.76,0.04,-0.05,0,12.005,,0,9.821,0.019,0
599,EPIC 205071984,EPIC 205071984.01,K2-32 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,2,0,8.99194200,0.00015800,-0.00015600,0,2456900.926710,0.000601,-0.000625,0,20.245164,0.954694,-2.311989,0,0.05649,0.00131,-0.00103,0,5.171,0.202,-0.160,0,0.84,0.03,-0.02,0,12.005,,0,9.821,0.019,0
600,EPIC 205071984,EPIC 205071984.03,K2-32 c,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,2,0,20.66162300,0.00176200,-0.00172100,0,2456899.422120,0.003568,-0.003941,0,33.515242,3.218631,-7.987572,0,0.03403,0.00160,-0.00103,0,3.115,0.176,-0.122,0,0.84,0.03,-0.02,0,12.005,,0,9.821,0.019,0
601,EPIC 205071984,EPIC 205071984.02,K2-32 d,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,2,0,31.71506100,0.00256700,-0.00215800,0,2456903.792940,0.002376,-0.002493,0,44.666089,6.469528,-14.732040,0,0.03730,0.00253,-0.00127,0,3.414,0.255,-0.144,0,0.84,0.03,-0.02,0,12.005,,0,9.821,0.019,0
602,EPIC 205071984,EPIC 205071984.03,K2-32 c,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,2,0,20.66020000,0.00160000,-0.00160000,0,2456961.406700,0.003000,-0.003000,0,,,,,0.03260,0.00210,-0.00210,0,3.320,0.330,-0.330,0,0.92,0.07,-0.07,0,12.005,,0,9.821,0.019,0
603,EPIC 205071984,EPIC 205071984.02,K2-32 d,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,2,0,31.71540000,0.00200000,-0.00200000,0,2456903.790100,0.002400,-0.002400,0,,,,,0.03710,0.00310,-0.00310,0,3.770,0.410,-0.410,0,0.92,0.07,-0.07,0,12.005,,0,9.821,0.019,0
604,EPIC 205071984,EPIC 205071984.01,K2-32 b,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,2,0,8.99213000,0.00015000,-0.00015000,0,2456909.918320,0.000510,-0.000510,0,,,,,0.05560,0.00140,-0.00140,0,5.620,0.450,-0.450,0,0.92,0.07,-0.07,0,12.005,,0,9.821,0.019,0
605,EPIC 205071984,EPIC 205071984.01,K2-32 b,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CONFIRMED,,2,0,8.99002105,,,0,2456900.937074,,,0,,,,,,,,,,,,,,,,,12.005,,0,9.821,0.019,0
606,EPIC 205071984,EPIC 205071984.01,K2-32 b,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,2,0,8.99191560,,,0,2456900.927000,,,0,,,,,0.05639,,,0,4.790,,,0,0.72,,,0,12.005,,0,9.821,0.019,0
607,EPIC 205071984,EPIC 205071984.02,K2-32 d,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,2,0,31.71586800,,,0,2456903.792000,,,0,,,,,0.04201,,,0,3.130,,,0,0.72,,,0,12.005,,0,9.821,0.019,0
608,EPIC 205071984,EPIC 205071984.03,K2-32 c,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,2,0,20.66098700,,,0,2456899.423000,,,0,,,,,0.03769,,,0,2.880,,,0,0.72,,,0,12.005,,0,9.821,0.019,0
609,EPIC 205084841,EPIC 205084841.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,2,1,11.31028000,0.00032000,-0.00032000,0,2456905.170190,0.000960,-0.000970,0,21.360000,1.330000,-0.660000,0,0.12030,0.00290,-0.00500,0,18.900,4.600,-1.100,0,1.44,0.35,-0.06,0,15.605,,0,12.612,0.027,0
610,EPIC 205084841,EPIC 205084841.01,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CANDIDATE,,2,0,11.31009000,0.00053000,-0.00053000,0,2456893.859200,0.002100,-0.002100,0,,,,,0.11900,0.00260,-0.00260,0,130.000,47.000,-47.000,0,10.00,3.60,-3.60,0,15.605,,0,12.612,0.027,0
611,EPIC 205111664,EPIC 205111664.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,2,1,15.93709000,0.00084000,-0.00081000,0,2456906.432700,0.002200,-0.002500,0,33.300000,11.500000,-4.500000,0,0.02350,0.00110,-0.00270,0,1.870,0.130,-0.250,0,0.73,0.04,-0.05,0,12.129,,0,9.875,0.023,0
612,EPIC 205111664,EPIC 205111664.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,2,0,15.93737800,,,0,2456906.431000,,,0,,,,,0.02135,,,0,1.840,,,0,0.70,,,0,12.129,,0,9.875,0.023,0
